PCTPOV017_2018,anycondition_prevalence,anycondition_Lower 95% CI,anycondition_Upper 95% CI,Heart disease_Lower 95% CI,diabetes_Lower 95% CI,diabetes_Upper 95% CI,CKD_prevalence,CKD_Lower 95% CI,CKD_Upper 95% CI,diabetes_prevalence
3.8,36.4,34.0,38.9,4.4,7.2,8.7,2.3,2.1,2.5,7.9
20.2,49.0,47.0,50.8,7.7,11.1,12.7,3.2,3.0,3.4,11.9
16.8,43.0,41.5,44.5,5.7,11.3,12.7,2.8,2.7,3.0,12.0
22.4,46.8,45.3,48.7,7.4,12.0,13.8,3.2,3.0,3.4,12.9
19.8,50.4,48.6,52.1,7.5,12.0,13.7,3.4,3.2,3.6,12.9
19.5,47.5,44.9,50.1,7.6,10.5,12.5,3.3,3.1,3.6,11.5
10.9,41.2,39.0,43.2,4.9,7.5,8.8,2.5,2.3,2.7,8.1
36.5,61.0,58.8,63.1,11.6,17.0,19.7,4.1,3.8,4.5,18.4
25.9,52.9,51.1,54.5,9.1,14.3,16.0,3.7,3.5,3.9,15.1
25.3,48.4,46.5,50.5,7.1,13.7,15.4,3.4,3.2,3.7,14.5
19.1,40.9,39.3,42.5,7.0,11.9,13.5,3.2,3.1,3.4,12.7
13.7,40.5,38.1,42.9,7.4,9.9,12.0,3.4,3.1,3.7,10.9
17.2,43.2,41.1,45.1,6.2,9.6,11.1,2.6,2.5,2.8,10.4
14.5,39.8,37.8,41.8,6.7,9.8,11.6,3.1,2.8,3.3,10.7
21.7,49.1,47.0,51.0,8.2,12.8,14.9,3.4,3.2,3.7,13.9
6.6,44.6,42.2,46.9,6.0,10.1,12.1,2.7,2.5,2.9,11.1
15.8,41.1,39.1,43.1,7.1,9.6,11.4,3.3,3.1,3.6,10.5
14.1,42.5,40.3,44.5,6.6,9.7,11.7,3.0,2.7,3.2,10.7
19.2,40.9,38.9,42.8,6.7,9.4,11.2,3.0,2.8,3.2,10.3
13.3,47.9,45.7,49.9,7.4,12.1,14.0,3.3,3.1,3.5,13.0
10.0,39.0,36.5,41.3,7.1,9.4,11.3,3.2,3.0,3.5,10.4
7.6,34.1,32.6,35.7,5.5,9.2,10.7,2.7,2.5,2.9,9.9
10.4,43.7,41.5,45.8,6.5,9.5,11.3,3.0,2.8,3.3,10.4
11.2,46.5,44.2,48.7,7.3,11.5,13.6,2.9,2.7,3.1,12.6
23.2,45.4,43.2,47.4,7.2,11.0,12.9,3.3,3.0,3.5,11.9
16.7,41.9,39.6,44.2,9.5,11.9,14.4,4.0,3.7,4.4,13.1
30.2,52.2,50.1,54.0,9.6,15.7,17.9,4.3,4.1,4.6,16.8
24.4,45.5,43.8,47.2,6.9,11.0,12.6,3.1,2.9,3.3,11.8
22.4,45.8,43.4,48.1,7.9,10.6,12.8,3.5,3.2,3.8,11.6
16.7,43.1,40.5,45.4,7.1,9.3,11.2,3.1,2.9,3.4,10.3
16.2,36.7,34.4,38.7,6.6,9.5,11.3,3.1,2.8,3.3,10.4
20.2,48.2,46.3,50.0,6.8,11.0,12.4,3.0,2.9,3.2,11.7
16.7,39.1,37.5,40.7,5.3,10.1,11.3,2.8,2.7,3.0,10.7
21.4,46.6,44.2,48.9,8.5,12.2,14.4,3.6,3.3,3.9,13.3
13.7,40.3,38.0,42.7,6.8,9.1,10.9,3.0,2.8,3.3,10.0
38.6,54.2,51.8,56.5,8.7,18.6,21.3,4.6,4.2,4.9,19.9
16.2,45.7,43.5,47.6,7.4,10.7,12.8,3.4,3.2,3.7,11.8
20.5,46.4,44.5,48.1,7.6,11.3,13.0,3.2,3.0,3.4,12.2
26.2,41.9,40.0,43.7,8.2,12.3,14.4,3.9,3.6,4.1,13.3
29.6,50.6,48.9,52.5,8.0,14.8,16.6,3.9,3.6,4.1,15.7
14.0,52.5,50.3,54.4,7.4,11.4,13.2,3.0,2.8,3.3,12.3
14.7,38.9,36.7,41.1,6.2,10.1,12.0,3.1,2.8,3.3,11.0
18.0,47.3,45.9,48.6,6.3,11.7,13.1,3.1,2.9,3.3,12.4
14.6,42.0,39.7,44.2,7.4,11.1,13.1,3.2,3.0,3.5,12.0
2.5,26.4,24.6,28.1,3.7,5.5,6.7,2.1,2.0,2.3,6.1
29.6,52.9,50.6,55.1,10.4,14.9,17.2,4.0,3.7,4.4,16.0
14.5,48.6,45.8,51.2,8.8,11.7,14.2,3.7,3.3,4.1,13.0
19.3,50.4,48.0,52.8,8.2,11.3,13.3,3.6,3.3,3.8,12.3
14.8,45.2,42.8,47.7,7.2,11.2,13.3,3.2,2.9,3.4,12.2
11.1,42.7,40.5,44.9,6.5,9.4,11.2,2.9,2.7,3.1,10.3
29.7,45.4,43.3,47.3,8.7,12.6,14.5,3.5,3.3,3.8,13.6
15.5,42.2,39.9,44.5,7.8,11.3,13.4,3.4,3.1,3.7,12.3
37.6,43.7,42.2,45.0,6.8,15.4,16.9,4.0,3.8,4.3,16.2
29.6,54.8,52.2,57.1,10.4,13.9,16.3,4.1,3.8,4.5,15.1
21.7,49.1,47.2,51.0,7.3,10.9,12.5,3.1,2.9,3.3,11.7
30.2,48.4,45.9,50.6,8.2,11.4,13.4,3.6,3.3,3.9,12.4
8.8,40.5,38.5,42.3,6.0,9.2,10.7,2.6,2.4,2.8,10.0
22.0,50.2,47.9,52.3,7.7,11.9,13.7,3.2,3.0,3.4,12.8
13.2,40.1,37.9,42.0,5.5,9.5,11.2,2.7,2.6,2.9,10.3
19.5,51.3,49.3,53.2,9.3,13.5,15.4,3.7,3.4,3.9,14.4
12.1,41.9,40.2,43.8,6.4,9.6,11.2,2.6,2.4,2.8,10.3
17.9,44.1,42.2,46.1,6.5,11.6,13.3,3.1,2.9,3.3,12.4
7.0,32.8,31.4,34.1,4.6,8.9,10.1,2.5,2.4,2.7,9.5
4.5,36.1,34.1,38.2,4.6,8.3,9.9,2.2,2.1,2.4,9.0
25.0,55.5,53.2,57.6,8.4,16.3,18.2,4.1,3.8,4.4,17.3
25.5,47.7,46.0,49.3,7.1,12.2,13.6,3.2,3.1,3.4,12.9
39.4,59.1,57.1,60.8,10.0,18.2,20.1,4.6,4.3,4.9,19.2
10.2,47.4,45.8,49.0,8.0,12.8,14.5,3.4,3.2,3.6,13.7
27.5,52.8,50.2,55.0,9.7,14.2,16.7,3.8,3.5,4.1,15.5
55.0,62.9,60.9,64.6,10.6,21.2,23.7,5.2,4.9,5.6,22.4
24.9,51.1,49.4,52.8,8.5,14.3,16.0,3.8,3.6,4.1,15.2
9.5,43.8,41.4,46.1,6.4,9.1,10.9,2.9,2.7,3.1,10.0
30.2,41.0,39.6,42.4,6.2,11.4,12.7,3.3,3.2,3.5,12.0
27.9,50.3,48.3,52.1,7.6,12.2,14.0,3.3,3.1,3.5,13.1
9.7,39.8,37.6,41.9,6.3,9.4,11.1,2.8,2.6,3.0,10.2
11.2,47.5,45.1,49.9,7.8,11.1,13.4,3.3,3.0,3.6,12.2
13.4,33.5,31.1,35.7,6.7,9.2,11.3,3.1,2.9,3.4,10.2
44.1,54.3,52.4,56.0,10.7,18.0,20.0,4.7,4.4,5.0,19.1
16.3,47.3,44.9,49.5,7.3,10.4,12.3,3.2,3.0,3.5,11.4
20.0,48.5,46.5,50.5,7.0,10.3,12.1,3.1,2.9,3.4,11.2
27.8,51.6,49.6,53.4,7.9,13.2,14.9,3.3,3.1,3.6,14.1
16.4,38.3,35.9,40.7,6.7,9.8,11.9,3.2,2.9,3.4,10.9
27.0,55.0,53.2,56.6,10.4,15.1,17.0,4.4,4.1,4.7,16.1
32.9,54.8,53.1,56.5,8.9,15.6,17.5,4.0,3.7,4.3,16.5
68.3,60.7,58.6,62.6,9.3,19.4,21.9,4.5,4.2,4.8,20.6
32.4,54.2,51.8,56.6,10.6,13.7,16.1,4.1,3.8,4.5,14.9
17.0,48.4,46.6,50.2,6.4,12.1,13.7,3.1,2.9,3.3,12.9
18.2,36.8,34.9,38.7,7.0,10.3,12.1,3.4,3.2,3.7,11.2
21.7,51.6,49.3,53.6,8.8,14.1,16.4,3.5,3.3,3.8,15.3
12.6,36.9,35.3,38.4,4.6,7.7,8.7,2.6,2.4,2.7,8.2
41.6,50.3,48.5,51.9,10.7,15.9,17.8,4.8,4.5,5.1,16.9
27.5,52.6,50.9,54.3,8.0,13.1,14.7,3.5,3.3,3.7,13.9
20.1,50.1,48.2,52.0,7.6,12.0,13.7,3.3,3.1,3.5,12.9
30.6,49.7,47.3,52.0,8.9,12.8,15.1,3.7,3.4,4.0,14.0
10.1,39.0,36.7,41.5,7.8,10.3,12.4,3.5,3.2,3.8,11.3
11.9,42.9,41.3,44.5,5.5,9.9,11.2,2.8,2.6,2.9,10.5
25.4,56.7,54.6,58.5,9.3,15.1,17.1,3.9,3.6,4.2,16.1
17.5,48.3,46.4,50.4,8.0,12.4,14.3,3.4,3.2,3.7,13.3
12.7,43.7,41.3,45.9,7.3,10.1,12.1,3.2,2.9,3.5,11.1
25.2,49.1,46.7,51.5,9.5,13.8,16.0,3.7,3.4,4.0,14.9
22.6,48.0,45.3,50.7,9.4,12.4,15.3,3.9,3.6,4.3,13.9
16.9,48.9,47.0,50.7,7.8,11.6,13.4,3.5,3.3,3.7,12.5
22.0,52.9,50.4,55.3,10.7,14.0,16.4,4.2,3.9,4.5,15.2
21.8,51.4,49.1,53.5,8.9,12.5,14.6,3.6,3.3,3.9,13.6
31.9,51.7,49.8,53.4,9.2,12.7,14.6,3.9,3.6,4.2,13.7
30.0,55.2,53.0,57.4,11.0,15.8,18.4,4.3,3.9,4.6,17.0
19.6,49.4,46.8,51.8,8.5,12.0,14.2,3.5,3.2,3.8,13.1
28.8,54.9,53.0,56.7,10.0,15.4,17.3,4.1,3.8,4.4,16.4
14.5,46.5,43.8,48.9,8.0,11.6,14.0,3.4,3.1,3.7,12.8
30.9,54.2,52.4,55.9,9.3,15.3,17.2,4.2,4.0,4.4,16.2
36.7,58.6,56.8,60.3,9.7,16.4,18.3,4.2,4.0,4.5,17.4
26.0,50.9,48.7,53.2,9.2,13.7,15.9,3.8,3.6,4.1,14.8
11.7,34.4,32.7,36.1,5.6,9.3,10.9,3.0,2.8,3.2,10.1
27.6,52.3,49.9,54.6,9.8,14.4,17.0,3.9,3.6,4.2,15.7
9.9,42.9,41.2,44.6,5.5,10.4,11.9,2.7,2.5,2.9,11.2
13.3,46.5,44.2,48.6,6.8,10.3,12.2,2.9,2.7,3.1,11.3
30.0,52.1,50.2,54.0,10.8,15.0,17.1,4.2,4.0,4.5,16.0
34.4,54.8,53.1,56.6,10.5,18.8,21.0,4.8,4.5,5.1,19.9
22.8,52.1,50.1,54.0,8.4,11.8,13.6,3.3,3.1,3.5,12.7
21.3,48.4,46.3,50.4,7.4,11.1,12.8,3.0,2.8,3.3,11.9
26.8,49.8,47.2,52.1,10.5,13.5,15.9,4.1,3.8,4.5,14.7
26.4,47.7,45.7,49.5,6.6,11.7,13.3,3.0,2.8,3.2,12.5
35.1,53.8,52.0,55.5,9.5,16.3,18.1,4.3,4.0,4.5,17.2
8.1,42.7,40.9,44.5,4.6,8.4,9.7,2.3,2.2,2.5,9.0
25.1,48.7,46.3,50.9,8.1,12.2,14.4,3.3,3.0,3.6,13.3
17.4,44.9,42.6,47.0,7.5,11.1,13.0,3.0,2.8,3.3,12.1
31.2,48.3,46.3,50.1,9.1,15.1,17.0,4.2,3.9,4.5,16.1
17.5,44.3,41.7,46.8,7.0,9.6,11.8,3.2,2.9,3.5,10.7
16.5,39.4,37.2,41.6,6.9,10.1,12.3,3.2,3.0,3.5,11.3
16.2,42.4,39.8,44.9,8.0,10.3,12.3,3.4,3.1,3.7,11.2
27.0,46.2,43.8,48.5,10.1,14.5,17.1,4.4,4.1,4.8,15.8
7.9,42.3,40.2,44.2,5.8,9.6,11.2,2.8,2.6,2.9,10.4
17.2,50.5,48.0,53.1,9.0,13.0,15.5,3.9,3.6,4.2,14.2
17.9,41.1,38.8,43.4,7.6,10.7,12.6,3.4,3.1,3.7,11.6
44.3,58.9,56.6,60.9,11.2,16.8,19.7,4.1,3.8,4.5,18.3
23.5,49.7,46.9,52.0,8.9,13.2,15.7,3.5,3.2,3.8,14.5
9.9,38.3,36.1,40.6,6.3,8.3,10.0,2.8,2.6,3.0,9.2
13.2,43.3,41.3,45.2,7.5,10.4,12.2,3.4,3.1,3.7,11.3
34.1,50.6,48.9,52.4,8.9,18.1,20.3,4.5,4.2,4.8,19.2
34.4,52.2,50.6,53.6,10.0,14.3,16.2,4.1,3.8,4.4,15.2
13.8,47.5,45.1,49.8,7.3,10.7,12.8,3.1,2.8,3.4,11.7
28.8,54.2,52.3,56.0,8.7,14.2,16.2,3.6,3.3,3.8,15.2
22.7,46.7,45.1,48.2,5.2,11.4,12.6,2.8,2.7,3.0,12.0
27.7,50.8,49.2,52.6,7.0,13.4,15.0,3.5,3.2,3.7,14.2
12.7,48.6,46.1,51.0,7.1,11.5,13.7,3.1,2.8,3.3,12.6
31.4,54.8,52.8,56.7,9.2,15.1,17.2,3.8,3.6,4.1,16.1
20.2,51.0,48.8,53.0,6.8,10.7,12.3,3.2,3.0,3.4,11.5
12.5,32.5,30.1,34.8,6.2,8.4,10.3,3.1,2.8,3.3,9.3
11.6,44.6,42.2,47.0,6.5,9.0,10.8,3.0,2.8,3.2,9.9
26.8,51.0,48.9,53.1,8.9,12.4,14.3,3.6,3.4,3.9,13.3
22.4,49.0,47.4,50.5,7.4,12.4,14.0,3.1,2.9,3.3,13.2
8.3,41.5,39.1,43.7,5.6,8.4,10.0,2.6,2.4,2.8,9.2
22.3,50.7,48.7,52.8,8.7,13.0,15.1,3.4,3.2,3.7,14.1
14.8,46.2,43.7,48.6,7.0,9.4,11.3,3.0,2.8,3.3,10.4
14.1,46.4,44.0,48.7,6.8,10.9,13.1,2.8,2.6,3.1,12.0
38.2,53.5,51.9,55.1,8.7,17.2,19.3,4.2,4.0,4.5,18.2
27.9,54.1,51.8,56.2,8.8,13.4,15.7,3.6,3.3,3.8,14.5
36.0,46.0,43.6,48.2,7.9,14.8,17.2,4.4,4.1,4.7,16.0
22.7,53.7,51.5,55.7,9.8,14.5,16.8,3.7,3.4,4.0,15.6
16.3,46.5,44.7,48.2,6.5,11.6,13.3,3.1,2.9,3.3,12.5
19.1,48.1,45.6,50.4,7.6,11.3,13.6,3.3,3.1,3.6,12.5
41.1,55.9,54.1,57.6,9.7,16.9,18.8,4.4,4.1,4.7,17.8
26.6,54.2,51.8,56.3,9.2,13.7,16.0,3.6,3.3,3.9,14.9
15.1,46.5,44.0,48.7,7.1,10.4,12.5,3.1,2.9,3.4,11.5
16.4,41.3,39.2,43.3,7.6,10.6,12.8,3.4,3.1,3.7,11.7
16.4,45.7,43.4,47.9,7.9,10.6,12.6,3.3,3.1,3.6,11.6
25.0,54.9,52.6,57.1,9.3,14.2,16.5,3.6,3.3,3.8,15.3
28.3,49.0,46.7,51.3,9.0,13.5,15.7,3.8,3.6,4.1,14.6
24.0,44.2,41.5,46.8,9.4,13.0,15.9,4.0,3.7,4.4,14.5
17.4,41.2,39.5,42.9,6.2,10.3,12.0,3.0,2.8,3.2,11.1
26.5,47.7,46.1,49.3,7.1,12.2,13.8,3.1,3.0,3.3,13.0
44.5,56.7,54.1,59.2,9.0,19.1,21.7,4.7,4.4,5.1,20.4
17.9,50.4,47.8,52.6,7.5,10.5,12.4,3.3,3.1,3.6,11.5
21.9,52.0,49.5,54.2,9.2,13.0,15.3,3.7,3.4,4.0,14.1
24.2,55.2,53.0,57.3,8.6,13.0,15.1,3.4,3.2,3.7,14.0
26.4,57.4,55.7,59.0,9.1,15.7,17.6,3.9,3.6,4.1,16.6
30.0,56.5,54.6,58.3,9.8,15.9,18.2,4.5,4.2,4.8,17.1
17.8,50.3,48.0,52.4,7.7,11.0,12.8,3.3,3.1,3.6,12.0
15.3,45.0,43.3,46.6,8.5,13.4,15.1,3.7,3.5,3.9,14.3
8.2,43.4,41.0,46.0,6.3,8.9,10.7,2.9,2.7,3.1,9.8
21.1,42.3,40.1,44.3,7.7,11.3,13.5,3.3,3.0,3.6,12.5
16.9,38.4,36.5,40.3,6.3,8.7,10.1,3.1,2.9,3.3,9.4
11.9,38.1,35.7,40.4,6.7,9.0,11.0,3.1,2.8,3.4,10.0
16.4,39.6,37.3,41.7,9.0,11.5,13.9,3.8,3.5,4.1,12.7
16.8,47.2,44.8,49.7,7.3,11.3,13.5,3.2,2.9,3.5,12.3
31.9,53.7,51.9,55.4,8.8,14.9,16.6,3.9,3.7,4.1,15.8
10.3,45.9,43.4,48.3,7.4,10.4,12.6,3.2,3.0,3.5,11.5
24.0,50.5,48.7,52.3,7.6,12.6,14.1,3.3,3.1,3.5,13.3
17.0,48.7,46.4,51.0,8.2,12.9,15.0,3.4,3.1,3.7,13.9
15.7,47.0,44.7,49.3,8.2,11.6,13.8,3.4,3.1,3.7,12.7
26.4,53.0,51.0,54.9,8.9,12.8,14.7,3.6,3.4,3.9,13.8
39.6,61.7,59.8,63.6,10.2,20.9,23.6,5.0,4.7,5.3,22.3
28.8,54.5,52.8,56.2,10.3,15.0,16.7,4.1,3.8,4.3,15.9
6.4,29.6,27.7,31.5,5.5,8.4,10.0,2.9,2.7,3.2,9.2
31.0,54.6,52.7,56.4,7.8,14.6,16.4,3.7,3.5,3.9,15.5
24.0,49.9,47.9,51.6,8.2,11.5,13.4,3.3,3.1,3.6,12.5
12.1,37.2,35.6,38.6,4.7,8.3,9.4,2.4,2.3,2.5,8.9
19.9,44.9,42.8,47.0,7.5,10.9,12.9,3.2,3.0,3.5,11.9
24.3,53.4,50.8,55.8,11.3,15.4,18.3,4.3,3.9,4.7,16.8
14.4,34.1,32.4,35.9,5.2,8.5,9.9,2.6,2.4,2.7,9.1
30.9,52.9,51.2,54.6,9.6,15.6,17.6,4.1,3.8,4.3,16.6
15.0,46.3,44.0,48.6,6.6,9.4,11.2,2.9,2.7,3.1,10.3
16.3,48.7,46.5,50.8,8.3,11.7,13.7,3.3,3.1,3.6,12.7
10.2,45.6,43.2,47.7,8.0,11.8,13.7,3.2,3.0,3.5,12.8
11.3,43.1,41.1,45.1,6.3,11.1,12.9,2.8,2.6,3.0,12.0
32.3,53.4,51.7,54.9,10.1,18.3,20.3,4.8,4.5,5.1,19.3
33.1,59.6,57.1,62.0,11.0,15.9,18.6,4.1,3.7,4.4,17.3
24.9,44.8,42.0,47.4,9.5,11.7,14.2,4.0,3.6,4.4,13.0
29.7,51.1,48.9,53.1,11.0,14.5,16.8,4.1,3.8,4.4,15.6
6.7,22.0,20.6,23.5,4.1,6.0,7.2,2.3,2.2,2.5,6.6
7.3,42.7,40.3,44.9,5.3,7.8,9.3,2.6,2.4,2.8,8.5
9.7,42.4,40.1,44.4,6.1,9.0,10.8,2.8,2.6,3.0,9.9
21.2,49.7,47.4,51.8,8.8,14.0,16.1,3.8,3.6,4.1,15.0
9.5,43.5,41.2,45.7,6.8,9.5,11.4,3.1,2.8,3.3,10.5
22.2,49.7,47.5,51.7,9.4,13.6,15.5,3.7,3.5,4.0,14.5
16.6,41.0,38.9,43.1,6.9,9.6,11.4,3.2,3.0,3.5,10.5
23.7,52.2,49.7,54.3,9.5,12.8,15.2,4.0,3.7,4.4,14.0
16.1,48.4,46.1,50.6,8.7,12.4,14.6,3.6,3.3,3.8,13.5
36.3,48.0,46.2,49.8,7.8,13.3,14.9,3.5,3.3,3.7,14.1
28.8,57.1,54.6,59.2,9.5,13.3,15.6,3.7,3.4,4.0,14.4
10.2,33.7,31.6,35.8,4.8,7.2,8.6,2.4,2.2,2.6,7.9
22.2,48.9,46.4,51.2,8.8,13.0,15.2,3.5,3.2,3.8,14.1
24.8,56.5,54.8,58.1,9.7,16.3,18.3,4.3,4.0,4.6,17.3
16.0,45.3,43.4,47.1,5.9,8.9,10.4,2.7,2.5,2.9,9.6
20.9,48.1,45.8,50.4,8.5,12.7,15.0,3.5,3.2,3.8,13.9
43.2,50.7,48.8,52.5,9.0,17.2,19.3,4.3,4.0,4.6,18.2
24.2,46.8,44.9,48.7,7.9,12.0,13.8,3.8,3.6,4.1,13.0
28.9,58.7,56.5,60.8,11.3,15.5,18.0,4.0,3.7,4.3,16.7
31.6,52.0,49.7,54.2,9.4,13.3,15.6,3.9,3.6,4.2,14.5
11.7,29.8,27.4,32.1,5.7,7.7,9.6,2.8,2.6,3.1,8.7
15.9,51.5,49.1,53.9,7.4,11.8,14.0,3.1,2.9,3.4,12.9
12.8,44.6,42.3,46.7,7.4,10.9,12.7,3.1,2.9,3.4,11.8
34.4,52.8,50.9,54.6,8.5,15.4,17.2,4.0,3.8,4.2,16.3
21.9,48.5,46.6,50.5,7.1,10.8,12.5,3.3,3.1,3.5,11.6
5.1,28.0,26.1,30.0,4.0,5.9,7.1,2.2,2.1,2.4,6.5
13.7,52.9,50.9,54.7,7.4,11.5,13.2,3.1,2.9,3.3,12.4
13.9,46.8,44.1,49.2,7.9,11.2,13.3,3.3,3.0,3.6,12.3
12.5,44.1,42.3,45.8,5.9,9.2,10.6,2.5,2.4,2.7,9.9
26.8,55.3,53.4,57.2,8.9,13.3,15.4,3.5,3.3,3.8,14.3
24.3,49.7,47.3,52.1,9.7,13.7,16.2,4.0,3.7,4.3,15.0
31.1,52.0,50.1,53.8,8.9,14.5,16.3,3.9,3.7,4.1,15.4
3.6,27.9,26.4,29.4,3.9,7.0,8.1,2.0,1.9,2.2,7.5
26.8,49.1,47.0,50.9,7.7,12.4,14.4,3.4,3.2,3.7,13.4
21.5,51.0,48.8,53.1,9.3,13.4,15.5,3.7,3.4,4.1,14.5
14.5,40.3,38.0,42.8,6.1,10.4,12.4,2.8,2.6,3.1,11.3
27.7,55.3,52.8,57.5,11.0,15.8,18.3,4.2,3.9,4.6,17.1
22.1,42.1,40.2,43.9,6.4,10.5,11.9,2.9,2.8,3.1,11.2
18.4,49.1,46.7,51.3,8.2,12.3,14.3,3.3,3.1,3.5,13.3
22.4,51.9,49.5,54.2,8.8,12.9,15.2,3.6,3.4,4.0,14.0
23.6,44.4,42.7,46.1,6.2,10.3,11.6,2.8,2.6,2.9,10.9
11.8,40.3,38.4,42.1,5.4,8.2,9.6,2.6,2.4,2.8,8.9
20.2,36.1,34.3,37.8,4.7,8.4,9.4,2.4,2.3,2.5,8.9
36.8,57.0,55.4,58.6,9.0,16.9,18.7,4.1,3.9,4.4,17.8
25.4,46.3,43.9,48.9,8.5,11.7,14.0,3.5,3.3,3.9,12.8
14.3,44.8,42.5,47.2,6.5,9.5,11.4,3.0,2.8,3.3,10.4
12.7,44.0,41.7,46.0,6.9,10.2,12.0,2.9,2.7,3.2,11.1
23.7,46.7,44.8,48.4,6.1,12.0,13.3,3.1,2.9,3.2,12.7
35.5,55.5,53.7,57.1,9.9,17.9,20.1,4.6,4.3,4.9,19.0
20.8,42.1,40.2,43.9,5.9,10.5,11.8,2.8,2.7,3.0,11.1
32.0,53.1,51.4,54.7,9.4,13.4,15.1,3.8,3.6,4.1,14.3
40.2,50.5,47.9,52.8,8.0,16.7,19.3,4.2,3.9,4.5,18.0
21.9,50.8,48.8,52.8,7.8,10.9,12.7,3.2,2.9,3.4,11.8
16.4,37.3,34.6,39.7,8.1,10.8,13.1,3.6,3.3,4.0,12.0
27.6,62.2,60.0,64.2,11.0,16.6,19.2,3.9,3.6,4.2,17.9
21.0,47.6,44.9,49.9,8.1,11.1,13.2,3.5,3.2,3.8,12.1
21.2,51.4,49.1,53.7,8.3,11.4,13.3,3.4,3.2,3.7,12.3
20.9,45.6,43.8,47.3,6.0,11.2,12.8,2.8,2.7,3.0,12.0
12.3,47.1,44.6,49.2,7.7,10.3,12.4,3.3,3.0,3.6,11.3
27.9,50.8,49.0,52.5,8.7,15.4,17.1,4.0,3.8,4.3,16.2
33.3,52.2,50.4,54.1,9.1,15.6,17.5,4.1,3.8,4.3,16.5
12.4,45.1,42.9,47.4,6.9,9.9,11.5,2.9,2.7,3.1,10.7
10.8,37.6,35.7,39.4,5.7,8.9,10.4,3.0,2.8,3.2,9.6
18.7,50.3,47.9,52.6,9.2,12.8,15.0,3.7,3.4,4.0,13.9
18.5,47.1,45.5,48.6,8.9,14.0,15.8,3.9,3.7,4.2,14.9
27.2,44.2,42.3,45.9,7.6,12.3,13.8,3.7,3.4,3.9,13.1
22.2,50.5,48.4,52.4,8.6,13.4,15.2,3.7,3.5,4.0,14.3
16.9,41.9,39.3,44.4,7.0,9.6,11.6,3.2,3.0,3.5,10.6
28.5,54.9,52.2,57.2,11.8,16.5,19.3,4.7,4.4,5.1,17.9
16.7,41.5,39.3,43.6,7.3,10.0,12.1,3.4,3.1,3.7,11.1
24.7,55.9,53.7,58.1,9.8,14.7,17.2,3.9,3.6,4.2,15.9
26.1,44.6,42.2,46.9,9.4,12.9,15.6,3.9,3.6,4.3,14.3
26.2,47.6,45.5,49.7,8.6,11.5,13.7,3.5,3.3,3.8,12.7
17.4,45.2,42.9,47.3,7.6,12.1,14.2,3.3,3.1,3.6,13.2
29.7,42.1,40.1,44.0,6.7,10.6,11.8,3.2,3.1,3.5,11.2
10.4,37.3,34.5,39.8,6.4,9.4,11.5,3.0,2.8,3.3,10.5
31.3,48.9,47.1,50.7,7.5,14.0,15.7,3.6,3.4,3.8,14.9
37.4,52.7,50.0,55.1,10.7,14.7,17.3,4.3,3.9,4.7,16.0
20.2,47.5,44.9,49.8,8.3,12.4,14.7,3.6,3.3,3.9,13.5
8.3,45.3,42.9,47.6,6.7,9.5,11.5,2.9,2.7,3.2,10.5
30.3,54.0,51.9,56.0,10.7,15.9,18.1,4.4,4.1,4.7,17.0
5.6,32.8,30.7,35.0,4.9,7.4,8.9,2.5,2.3,2.7,8.1
30.6,54.7,52.9,56.4,9.7,17.2,19.3,4.5,4.2,4.8,18.2
24.6,50.5,49.0,51.9,7.1,13.9,15.5,3.4,3.2,3.6,14.7
19.3,42.7,40.8,44.5,5.9,10.5,11.9,2.8,2.6,2.9,11.2
17.8,44.0,42.0,45.9,5.9,9.1,10.8,2.8,2.6,3.0,9.9
19.5,45.1,43.3,46.9,7.4,13.1,15.0,3.4,3.2,3.7,14.0
21.1,50.1,47.7,52.2,8.2,12.9,14.9,3.5,3.3,3.8,13.9
16.1,43.3,41.2,45.5,6.3,9.4,11.2,3.0,2.8,3.3,10.3
33.4,49.5,47.5,51.2,8.6,14.7,16.3,3.9,3.7,4.2,15.5
20.3,52.8,50.4,55.0,8.3,13.0,15.1,3.1,2.9,3.4,14.0
7.3,38.7,36.5,40.9,6.7,9.5,11.3,2.9,2.7,3.2,10.3
19.6,49.4,47.2,51.7,8.3,11.5,13.5,3.6,3.3,3.9,12.5
17.3,45.4,43.4,47.3,9.1,12.3,14.5,3.8,3.5,4.1,13.4
15.4,45.7,43.2,48.2,7.6,11.3,13.6,3.4,3.1,3.7,12.5
14.1,42.8,40.6,44.8,6.1,8.9,10.6,2.9,2.7,3.1,9.8
21.3,57.3,55.2,59.4,9.6,13.4,15.8,3.6,3.3,3.9,14.5
30.7,46.1,44.2,48.1,7.5,13.2,14.9,3.5,3.2,3.7,14.1
11.1,39.8,37.6,41.9,5.6,8.1,9.6,2.6,2.5,2.8,8.9
10.6,47.6,45.3,49.9,6.7,9.1,11.0,3.1,2.8,3.3,10.1
22.5,51.2,48.7,53.5,9.1,12.7,15.0,3.7,3.4,4.0,13.9
11.5,37.5,35.2,39.7,6.8,8.9,10.8,3.0,2.7,3.2,9.9
10.1,45.1,42.9,47.1,7.5,11.0,12.9,3.0,2.8,3.3,12.0
37.7,53.1,50.8,55.4,10.6,15.0,17.5,4.2,3.9,4.6,16.2
35.6,55.6,53.7,57.3,11.7,17.4,20.1,4.8,4.5,5.2,18.8
15.1,48.2,45.4,50.8,8.3,10.8,13.1,3.4,3.2,3.7,12.0
